,Attribute,Indicator,ProgIndicator,Score,Department Code,Course Number,Course Name,Instructor's Last Name,Instructor's First Name,Term,Year,Cohort,Type
820549378,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Ethics and Equity,Explain how the Engineering Code of Ethics and equity principles can be applied to professional situations,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Economics and Project Management,Apply project management techniques in engineering projects,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Economics and Project Management,Apply project management techniques in engineering projects,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Economics and Project Management,Apply project management techniques in engineering projects,,0.55,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Economics and Project Management,Apply project management techniques in engineering projects,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Economics and Project Management,Apply project management techniques in engineering projects,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Economics and Project Management,Apply project management techniques in engineering projects,,0.39,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Economics and Project Management,Apply project management techniques in engineering projects,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Economics and Project Management,Apply project management techniques in engineering projects,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Economics and Project Management,Apply project management techniques in engineering projects,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Economics and Project Management,Apply project management techniques in engineering projects,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Economics and Project Management,Apply project management techniques in engineering projects,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Economics and Project Management,Apply project management techniques in engineering projects,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Economics and Project Management,Apply project management techniques in engineering projects,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Economics and Project Management,Apply project management techniques in engineering projects,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Economics and Project Management,Apply project management techniques in engineering projects,,0.85,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Economics and Project Management,Apply project management techniques in engineering projects,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Economics and Project Management,Apply project management techniques in engineering projects,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Economics and Project Management,Apply project management techniques in engineering projects,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Economics and Project Management,Apply project management techniques in engineering projects,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Economics and Project Management,Apply project management techniques in engineering projects,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Economics and Project Management,Apply project management techniques in engineering projects,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Economics and Project Management,Apply project management techniques in engineering projects,,0.54,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Economics and Project Management,Apply project management techniques in engineering projects,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Economics and Project Management,Apply project management techniques in engineering projects,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Economics and Project Management,Apply project management techniques in engineering projects,,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Economics and Project Management,Apply project management techniques in engineering projects,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Economics and Project Management,Apply project management techniques in engineering projects,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Economics and Project Management,Apply project management techniques in engineering projects,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Economics and Project Management,Apply project management techniques in engineering projects,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Economics and Project Management,Apply project management techniques in engineering projects,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Economics and Project Management,Apply project management techniques in engineering projects,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Economics and Project Management,Apply project management techniques in engineering projects,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Economics and Project Management,Apply project management techniques in engineering projects,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Economics and Project Management,Apply project management techniques in engineering projects,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Economics and Project Management,Apply project management techniques in engineering projects,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.51,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.24,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.09,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.77,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.77,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.75,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.71,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.78,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.77,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.71,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.28,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Economics and Project Management,Assess risk and uncertainties associated with engineering economic decisions,,0.48,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.51,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.35,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.24,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.39,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.31,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.19,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.83,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.33,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.49,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.79,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.83,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Economics and Project Management,Select the most economical investment decision among several alternatives,,0.24,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
